objectid,year,state,agency,fire_name,alarm_date,containment_date,cause,collection_method,management_objective,gis_calculated_acres,decades,shape__area,shape__length
3382,2017,CA,USF,MART,2017-06-27,2017-07-08,7,8,1.0,669.2087,2010-2019,3963642.961,14595.98686
3383,2017,CA,USF,BATTLE,2017-06-28,2017-07-01,2,8,1.0,653.5079,2010-2019,4771468.086,19861.80262
3384,2017,CA,USF,BUTTE,2017-08-07,2017-11-04,1,3,1.0,611.2015,2010-2019,3942457.844,9241.675448
3385,2017,CA,CDF,BLAINE,2017-08-13,2017-08-14,14,6,1.0,577.6851,2010-2019,3408433.652,7977.695179
3386,2017,CA,CDF,BEN,2017-06-28,2017-07-06,10,1,1.0,558.1425,2010-2019,3582623.523,15561.60372
3387,2017,CA,CDF,MIAS,2017-08-14,2017-08-20,11,7,1.0,521.0856,2010-2019,3074175.906,13686.98641
3388,2017,CA,USF,BUMMERS,2017-09-11,2017-11-20,1,1,1.0,510.1094,2010-2019,3360780.441,11917.40046
3389,2017,CA,USF,KNOX,2017-08-11,2017-11-28,1,8,1.0,492.5997,2010-2019,3608915.023,14253.24295
3390,2017,CA,CDF,EASTMAM,2017-09-18,2017-09-18,11,1,1.0,482.3408,2010-2019,3079558.336,10432.4373
3391,2017,CA,CDF,FAY,2017-07-05,2017-07-05,9,1,1.0,469.3559,2010-2019,3375554.91,11391.14982
3392,2017,CA,USF,BRIDGE 2,2017-07-14,2017-07-14,9,1,1.0,460.2896,2010-2019,2723022.207,9352.877536
3393,2017,CA,USF,RED,2017-08-02,2017-08-03,1,1,1.0,450.84,2010-2019,2751462.512,7793.616512
3394,2017,CA,CCO,MING,2017-05-20,2017-05-20,14,1,1.0,449.7781,2010-2019,2749685.93,11060.86945
3395,2017,CA,USF,EUREKA,2017-09-05,2017-11-15,1,6,1.0,446.1815,2010-2019,3059028.371,10983.78396
3396,2017,CA,CCO,RUCKER,2017-09-29,2017-10-04,10,1,1.0,429.7042,2010-2019,2579300.5,15120.19768
3397,2017,CA,USF,TABLE,2017-09-08,2017-10-27,1,1,1.0,426.7024,2010-2019,2850828.008,7983.429673
3398,2017,CA,LRA,SKIRBALL,2017-12-06,2017-12-15,4,7,1.0,419.9208,2010-2019,2484304.629,9961.230407
3399,2017,CA,CDF,ELEPHANT 2,2017-07-20,2017-07-22,7,1,1.0,415.2116,2010-2019,2586629.793,9434.274817
3400,2017,CA,BLM,WEST,2017-04-01,2017-04-03,5,1,1.0,401.2877,2010-2019,2880391.789,7878.633946
3401,2017,CA,USF,GRANT,2017-07-31,2017-08-03,1,8,1.0,394.8168,2010-2019,2563743.168,10276.17426
3402,2017,CA,CDF,PLEASANT,2017-08-30,2017-09-06,14,1,1.0,392.4852,2010-2019,2659898.473,8450.763652
3403,2017,CA,USF,DOBE,2017-07-13,2017-07-18,1,1,1.0,381.0148,2010-2019,2775493.734,9855.705203
3404,2017,CA,CDF,CREEK,2017-06-23,2017-06-27,5,1,1.0,356.9353,2010-2019,2224280.48,7996.506921
3405,2017,CA,CDF,DINELY,2017-06-07,2017-06-11,2,1,1.0,340.5638,2010-2019,2135860.551,5770.505292
3406,2017,CA,CDF,STONE,2017-07-09,2017-07-11,2,7,1.0,340.4365,2010-2019,2080074.309,9883.259492
3407,2017,CA,CDF,BRYANT 2,2017-08-03,2017-08-11,7,2,1.0,336.6238,2010-2019,1990779.047,8974.846068
3408,2017,CA,CDF,JENNINGS 2,2017-07-11,2017-07-14,10,1,1.0,332.5865,2010-2019,1912410.461,8382.598422
3409,2017,CA,CDF,OAK,2017-11-29,2017-12-07,10,2,1.0,325.5135,2010-2019,1922371.168,7089.500368
3410,2017,CA,USF,MARBLE,2017-07-19,2017-07-29,9,8,1.0,318.873,2010-2019,2301036.023,7737.681096
3411,2017,CA,CDF,BEAR,2017-10-16,2017-10-25,7,7,1.0,317.201,2010-2019,2026019.406,8383.148851
3412,2017,CA,USF,BOLES,2017-08-23,2017-09-11,1,8,1.0,313.2321,2010-2019,2282409.637,6788.929424
3413,2017,CA,USF,DOUGLAS,2017-07-03,2017-11-16,1,1,1.0,310.7712,2010-2019,2046324.0,8779.690323
3414,2017,CA,USF,JONES,2017-08-23,2017-09-11,1,1,1.0,281.273,2010-2019,2047385.121,6340.484197
3415,2017,CA,BLM,R-9 SHINN,2017-07-24,2017-07-27,1,1,1.0,278.1283,2010-2019,1958399.793,8315.814427
3416,2017,CA,CCO,CEBRIAM,2017-06-25,2017-06-25,11,1,1.0,269.1116,2010-2019,1624235.715,6851.532785
3417,2017,CA,USF,GARDEN,2017-08-09,2017-11-13,1,3,1.0,265.481,2010-2019,1895604.672,6410.809925
3418,2017,CA,USF,CLARK,2017-07-26,2017-09-11,1,1,1.0,254.8858,2010-2019,1824895.242,7247.231552
3419,2017,CA,CDF,CAMP,2017-05-15,2017-05-15,9,6,1.0,253.9364,2010-2019,1548040.469,6770.599259
3420,2017,CA,USF,LOST,2017-07-22,2017-07-26,4,1,1.0,250.5664,2010-2019,1457001.691,8544.252426
3421,2017,CA,CDF,HUASNA,2017-09-20,2017-09-20,2,6,1.0,244.789,2010-2019,1485343.832,7140.342095
3422,2017,CA,USF,FORKS,2017-07-25,2017-10-01,1,8,1.0,242.4736,2010-2019,1751357.215,9273.91277
3423,2017,CA,CDF,LARGO,2017-07-30,2017-07-30,7,1,1.0,237.9169,2010-2019,1576002.547,7147.962559
3424,2017,CA,CDF,MURPHY,2017-09-19,2017-09-20,2,1,1.0,236.9534,2010-2019,1477534.012,6381.336834
3425,2017,CA,CDF,OLIVE,2017-07-24,2017-07-24,10,1,1.0,236.8678,2010-2019,1459364.43,6779.908405
3426,2017,CA,CDF,SPRING,2017-07-03,2017-07-07,2,1,1.0,208.2268,2010-2019,1339728.668,8837.847297
3427,2017,CA,BLM,R-5 STONEY,2017-08-22,2017-08-27,1,7,1.0,203.9681,2010-2019,1431517.16,12428.18399
3428,2017,CA,CDF,TEHAMA,2017-10-30,2017-10-31,10,1,1.0,194.0017,2010-2019,1345001.477,6019.346944
3429,2017,CA,CDF,LAMB,2017-05-25,2017-05-26,14,1,1.0,193.6728,2010-2019,1139674.004,5988.709083
3430,2017,CA,CDF,ROSE,2017-07-31,2017-08-03,2,1,1.0,188.1239,2010-2019,1102129.77,6960.822575
3431,2017,CA,CDF,LAVERNE,2017-07-18,2017-07-18,9,1,1.0,175.3335,2010-2019,1227742.352,12735.83367
3432,2017,CA,BLM,R-5 SPANISH,2017-08-29,2017-08-31,1,7,1.0,166.8586,2010-2019,1178647.773,4288.537893
3433,2017,CA,CDF,TUMEY,2017-04-29,2017-04-30,9,1,1.0,160.164,2010-2019,1008087.586,5315.551768
3434,2017,CA,CDF,HIGH,2017-07-23,2017-07-27,9,2,1.0,157.5895,2010-2019,939056.4609,5975.619765
3435,2017,CA,CDF,CORAL,2017-09-19,2017-09-22,14,2,1.0,157.2408,2010-2019,1016450.188,5019.186959
3436,2017,CA,CDF,HILL,2017-07-29,2017-07-29,2,1,1.0,155.1988,2010-2019,1137484.652,6426.453223
3437,2017,CA,CDF,HONEY,2017-10-09,2017-10-30,11,1,1.0,153.5117,2010-2019,1052090.102,6600.807631
3438,2017,CA,FWS,TURKEY TRACT,2017-08-16,2017-08-16,14,4,1.0,150.2368,2010-2019,928729.1992,4849.212809
3439,2017,CA,CCO,GORMAN,2017-07-28,2017-07-28,14,7,1.0,149.61,2010-2019,899961.0078,6001.885637
3440,2017,CA,BLM,PEG,2017-08-26,2017-08-27,9,7,1.0,148.6008,2010-2019,1050903.238,6219.772619
3441,2017,CA,CCO,AIR,2017-09-25,2017-09-25,2,1,1.0,147.8375,2010-2019,885189.9375,6209.633245
3442,2017,CA,CDF,LUCY,2017-06-14,2017-06-14,11,1,1.0,147.667,2010-2019,908154.1875,4612.822589
3443,2017,CA,USF,RIVERS,2017-10-14,2017-10-14,5,8,1.0,147.5612,2010-2019,1032961.539,4985.928007
3444,2017,CA,CDF,SODA,2017-09-28,2017-10-30,1,1,1.0,147.0237,2010-2019,1017045.988,5745.560903
3445,2017,CA,USF,CROWN,2017-09-07,2017-11-17,1,8,1.0,145.1785,2010-2019,921943.375,4749.925412
3446,2017,CA,CDF,SKYWAY,2017-06-16,2017-06-19,10,1,1.0,143.6004,2010-2019,982811.5781,5524.879078
3447,2017,CA,CDF,ECLIPSE,2017-08-21,2017-08-21,14,1,1.0,142.9097,2010-2019,818100.6875,5183.909104
3448,2017,CA,USF,ELEPHANT,2017-07-29,2017-07-31,1,1,1.0,139.4669,2010-2019,954772.418,4827.310315
3449,2017,CA,CDF,RANCH,2017-07-26,2017-07-31,2,1,1.0,138.5487,2010-2019,918434.7813,6010.107354
3450,2017,CA,CDF,BORDER 6,2017-09-01,2017-09-03,14,1,1.0,135.0444,2010-2019,771962.5156,7936.052828
3451,2017,CA,USF,WILLOW ,2017-08-18,2017-11-16,1,1,1.0,134.3042,2010-2019,882967.6875,5551.420777
3452,2017,CA,CDF,FRENCH,2017-09-17,2017-09-18,14,1,1.0,130.7719,2010-2019,867163.2852,5255.408571
3453,2017,CA,CDF,POINT,2017-10-09,2017-10-09,11,1,1.0,130.2357,2010-2019,859542.8164,7792.198463
3454,2017,CA,CDF,TIMM,2017-10-02,2017-10-03,14,2,1.0,125.7918,2010-2019,831300.4414,5465.732503
3455,2017,CA,CDF,TWIST,2017-07-30,2017-07-30,14,1,1.0,124.244,2010-2019,808519.6406,6554.243687
3456,2017,CA,CDF,CORONADO,2017-08-13,2017-08-13,10,1,1.0,123.1079,2010-2019,795565.5703,4438.439847
3457,2017,CA,USF,CANTRALL,2017-07-25,2017-08-04,1,8,1.0,120.976,2010-2019,868990.0664,3683.796291
3458,2017,CA,BLM,R-4 RANCH,2017-08-09,2017-08-12,1,7,1.0,120.2505,2010-2019,839595.5352,5158.134431
3459,2017,CA,CDF,OLIVE,2017-05-02,2017-05-02,10,1,1.0,117.0671,2010-2019,721275.7344,4711.925223
3460,2017,CA,USF,CHALK,2017-08-07,2017-08-07,1,8,1.0,115.3048,2010-2019,841888.6797,5330.335732
3461,2017,CA,CDF,MARIA,2017-07-17,2017-07-17,14,1,1.0,114.5601,2010-2019,753888.7227,4994.45207
3462,2017,CA,CDF,CANYON,2017-08-11,2017-10-12,14,2,1.0,114.1168,2010-2019,755120.6367,4164.537547
3463,2017,CA,USF,LITTLE BUCK,2017-09-07,2017-09-29,1,3,1.0,113.9625,2010-2019,831535.0703,6920.724161
3464,2017,CA,USF,SQUIRREL,2017-08-20,2017-08-24,7,6,1.0,113.0544,2010-2019,780602.0742,4073.219752
3465,2017,CA,CDF,FLAT,2017-08-26,2017-08-30,2,1,1.0,110.8288,2010-2019,703374.8242,6049.845093
3466,2017,CA,CDF,BALLY,2017-09-03,2017-09-06,14,1,1.0,109.1915,2010-2019,693907.668,4032.457303
3467,2017,CA,USF,BELL,2017-06-27,2017-07-01,9,6,1.0,107.2538,2010-2019,661038.9961,6001.691313
3468,2017,CA,CDF,YOUNG,2017-10-08,2017-10-25,14,3,1.0,106.0054,2010-2019,703953.5977,8139.132005
3469,2017,CA,CDF,POLY,2017-09-26,2017-09-29,2,1,1.0,105.6661,2010-2019,643426.9219,5209.706584
3470,2017,CA,CCO,HILL CREST,2017-06-08,2017-06-08,14,1,1.0,105.0879,2010-2019,639255.0859,4532.141859
3471,2017,CA,CDF,FELIPE,2017-07-10,2017-07-14,14,2,1.0,102.559,2010-2019,656410.8789,4365.316432
3472,2017,CA,CDF,COALINGA,2017-08-30,2017-08-30,2,1,1.0,102.2866,2010-2019,639156.7344,4624.369298
3473,2017,CA,CDF,LARIAT,2017-07-11,2017-07-13,14,2,1.0,102.1644,2010-2019,656264.4766,4529.710888
3474,2017,CA,USF,DEEP,2017-09-07,2017-09-07,1,3,1.0,101.367,2010-2019,734200.8984,5544.23656
3475,2017,CA,BLM,R-3 MUD,2017-08-22,2017-08-26,1,7,1.0,99.57364,2010-2019,698691.6367,5663.092243
3476,2017,CA,USF,TOWER,2017-04-30,2017-04-30,7,1,1.0,93.15666,2010-2019,553840.6133,9241.494146
3477,2017,CA,USF,MARY,2017-08-10,2017-11-13,1,3,1.0,91.3345,2010-2019,651047.0391,4403.342759
3478,2017,CA,CDF,AUBERRY,2017-07-05,2017-07-06,9,1,1.0,91.29421,2010-2019,579481.1445,3825.930899
3479,2017,CA,USF,GRIZZLY,2017-08-12,2017-11-13,1,3,1.0,90.6049,2010-2019,645636.2969,4275.926904
3480,2017,CA,USF,SKELETON,2017-09-12,2017-09-18,1,6,1.0,87.87638,2010-2019,596310.2852,4040.442517
3481,2017,CA,CCO,VISTA,2017-10-24,2017-10-26,14,6,1.0,86.39403,2010-2019,514307.4141,4514.569443
3482,2017,CA,BLM,R-10 PAINTER,2017-07-24,2017-07-27,1,7,1.0,83.8342,2010-2019,591685.0313,7165.162123
3483,2017,CA,USF,RANCH,2017-09-06,2017-09-07,1,1,1.0,83.51285,2010-2019,571840.4727,4253.771601
3484,2017,CA,CDF,COUNTRY,2017-08-07,2017-08-07,11,5,1.0,81.70621,2010-2019,504607.3281,3458.867787
3485,2017,CA,USF,KLAMATH,2017-07-04,2017-07-06,4,5,1.0,80.11019,2010-2019,584490.0547,3477.91638
3486,2017,CA,USF,QUARTZ,2017-08-07,2017-10-08,1,8,1.0,79.84794,2010-2019,514601.0,3533.164149
3487,2017,CA,USF,VALLEY,2017-06-27,2017-06-27,1,8,1.0,78.2062,2010-2019,573179.2852,3114.817506
3488,2017,CA,BLM,ALPAUGH,2017-07-26,2017-07-26,14,1,1.0,78.09461,2010-2019,481729.0898,3146.418041
3489,2017,CA,CDF,TIVY,2017-06-11,2017-06-11,1,1,1.0,76.29654,2010-2019,482353.9727,4533.302653
3490,2017,CA,CDF,MCCOURTNEY,2017-10-08,2017-10-11,14,7,1.0,75.53836,2010-2019,509705.7852,7009.973611
3491,2017,CA,USF,MILLS,2017-09-03,2017-09-04,9,6,1.0,75.34856,2010-2019,521844.375,3196.582127
3492,2017,CA,USF,DIAZ,2017-06-21,2017-08-01,9,3,1.0,75.16344,2010-2019,471968.4609,4622.86152
3493,2017,CA,CDF,LINNE,2017-09-26,2017-09-26,14,6,1.0,74.80467,2010-2019,458973.6523,3366.041905
3494,2017,CA,CDF,AXEL,2017-08-07,2017-08-07,14,1,1.0,72.09602,2010-2019,481066.1133,5013.694376
3495,2017,CA,BLM,RIVER,2017-06-04,2017-06-05,14,7,1.0,71.22992,2010-2019,492440.0391,4945.534384
3496,2017,CA,CDF,LYNCH,2017-10-19,2017-10-19,10,1,1.0,71.18116,2010-2019,438665.3984,5210.501577
3497,2017,CA,CDF,CAMATTA,2017-08-02,2017-08-02,1,7,1.0,70.57708,2010-2019,431262.3633,3635.187604
3498,2017,CA,CDF,PARKFIELD,2017-09-03,2017-09-05,2,1,1.0,70.22348,2010-2019,436159.4141,3442.172338
3499,2017,CA,CDF,MARGARITA,2017-09-03,2017-09-03,10,7,1.0,69.71004,2010-2019,424525.6211,3032.82714
3500,2017,CA,USF,MILE,2017-07-31,2017-08-07,7,1,1.0,67.45031,2010-2019,400003.8008,3811.838601
3501,2017,CA,BLM,HIGHLINE,2017-03-26,2017-04-01,14,7,1.0,66.99863,2010-2019,387705.3789,5844.444318
3502,2017,CA,USF,PAYNE,2017-06-06,2017-06-06,9,8,1.0,66.61312,2010-2019,444569.6289,3605.569006
3503,2017,CA,CCO,ESCONDIDO,2017-08-13,2017-08-13,14,1,1.0,65.97264,2010-2019,394057.0078,3261.066036
3504,2017,CA,CDF,MONTEZUMA,2017-08-26,2017-08-28,10,1,1.0,65.18426,2010-2019,377943.3047,3041.199371
3505,2017,CA,CDF,ORANGE,2017-06-21,2017-06-21,2,1,1.0,64.52619,2010-2019,419304.8164,4842.1129
3506,2017,CA,USF,POZO ,2017-10-09,2017-10-09,2,1,1.0,64.36557,2010-2019,391804.3555,2850.561228
3507,2017,CA,USF,WEST,2017-07-27,2017-08-13,1,8,1.0,63.96683,2010-2019,457161.6563,2688.94168
3508,2017,CA,CDF,TOWER,2017-07-07,2017-07-07,10,1,1.0,63.51402,2010-2019,387219.9141,3058.474164
3509,2017,CA,CDF,LAKE,2017-07-08,2017-07-08,14,1,1.0,62.34454,2010-2019,403196.1406,3189.558095
3510,2017,CA,CDF,BOTTLE,2017-08-08,2017-08-09,14,2,1.0,61.8303,2010-2019,414237.0703,3396.883672
3511,2017,CA,CCO,RODEO,2017-07-23,2017-07-23,14,1,1.0,61.10294,2010-2019,361739.707,6777.396356
3512,2017,CA,CDF,BOLLA,2017-06-18,2017-06-21,9,6,1.0,60.31167,2010-2019,420580.1094,3421.696283
3513,2017,CA,CDF,HILLS,2017-08-27,2017-08-27,10,1,1.0,60.17172,2010-2019,379814.1602,4678.447338
3514,2017,CA,CDF,QUAIL,2017-07-12,2017-07-12,2,1,1.0,59.38209,2010-2019,389527.2305,3107.304681
3515,2017,CA,CDF,PINE,2017-09-11,2017-09-11,1,1,1.0,59.3685,2010-2019,369426.6719,3024.420653
3516,2017,CA,BLM,SHAFFER,2017-06-19,2017-06-23,1,7,1.0,59.03882,2010-2019,412324.6797,3381.646756
3517,2017,CA,CDF,HOGBACK,2017-07-18,2017-07-18,9,1,1.0,58.33463,2010-2019,367441.8945,4343.615935
3518,2017,CA,USF,SLIDE,2017-09-12,2017-09-20,1,6,1.0,58.13599,2010-2019,394859.9336,3141.305422
3519,2017,CA,USF,TOLL,2017-08-20,2017-08-25,7,6,1.0,57.91714,2010-2019,399629.418,2854.966992
3520,2017,CA,CDF,SILVER,2017-10-11,2017-10-13,14,1,1.0,57.05462,2010-2019,360364.4805,3982.958428
3521,2017,CA,CDF,FREEDOM,2017-07-04,2017-07-04,2,1,1.0,56.85116,2010-2019,359684.5859,2833.429323
3522,2017,CA,NPS,STARR KING,2017-08-02,2017-11-03,1,7,1.0,56.16541,2010-2019,363849.6406,4415.598468
3523,2017,CA,CDF,BOGUS,2017-06-18,2017-06-22,5,1,1.0,55.97834,2010-2019,409481.0703,3201.263399
3524,2017,CA,CDF,RIDGE,2017-10-06,2017-10-08,14,2,1.0,54.95659,2010-2019,370690.2031,2548.372457
3525,2017,CA,CDF,OWENS,2017-08-29,2017-09-04,14,1,1.0,54.75001,2010-2019,401403.2578,2876.435447
3526,2017,CA,USF,BRADLEY,2017-08-29,2017-09-08,9,8,1.0,54.04401,2010-2019,386990.3164,3274.711302
3527,2017,CA,CDF,SANDS,2017-07-17,2017-07-19,14,1,1.0,53.44394,2010-2019,358663.4063,3380.866676
3528,2017,CA,CDF,SAW,2017-03-08,2017-08-08,10,1,1.0,53.36273,2010-2019,369685.2656,4117.231962
3529,2017,CA,USF,CRESCENT,2017-06-30,2017-07-07,7,6,1.0,53.14948,2010-2019,367756.625,5930.401495
3530,2017,CA,CCO,MESA,2017-07-17,2017-07-17,2,1,1.0,51.36316,2010-2019,308778.957,3769.930784
3531,2017,CA,BLM,DRY VALLEY,2017-09-13,2017-09-14,1,1,1.0,51.23803,2010-2019,353563.2852,4260.980554
3532,2017,CA,USF,DAVIS,2017-10-10,2017-10-13,9,1,1.0,51.14223,2010-2019,372132.2969,3738.216088
3533,2017,CA,CCO,CALGARY,2017-08-05,2017-08-07,14,1,1.0,50.46431,2010-2019,310442.0742,3922.439808
3534,2017,CA,CDF,WEST,2017-07-09,2017-07-09,14,1,1.0,50.08102,2010-2019,336781.8555,3857.431871
3535,2017,CA,USF,SECRET,2017-08-07,2017-08-11,1,8,1.0,50.05243,2010-2019,347359.4648,2838.368348
3536,2017,CA,USF,ROWELL,2017-08-20,2018-01-15,1,6,1.0,48.382,2010-2019,305205.9766,6528.470296
3537,2017,CA,CDF,BITTERWATER,2017-11-25,2017-11-25,10,1,1.0,48.32974,2010-2019,302088.4258,3552.934393
3538,2017,CA,CCO,GRADE,2017-07-04,2017-07-05,14,6,1.0,47.19403,2010-2019,279911.8555,2587.259697
3539,2017,CA,USF,CANYON,2017-08-27,2017-08-31,9,1,1.0,46.90482,2010-2019,274596.2422,3393.337009
3540,2017,CA,CCO,TANK,2017-10-26,2017-10-26,14,1,1.0,46.81921,2010-2019,284841.6602,3152.769657
3541,2017,CA,CDF,ZENON,2017-07-20,2017-07-20,14,1,1.0,46.57753,2010-2019,281961.6992,3251.981282
3542,2017,CA,USF,HIDDEN,2017-07-12,2017-07-18,9,1,1.0,45.84431,2010-2019,271569.8828,2515.163628
3543,2017,CA,CDF,GRACE,2017-04-03,2017-04-03,7,1,1.0,45.21847,2010-2019,316691.1875,2744.132094
3544,2017,CA,USF,WILSON,2017-10-17,2017-10-31,9,1,1.0,45.1162,2010-2019,267694.5352,2686.06992
3545,2017,CA,BLM,CAHUILA,2017-06-17,2017-06-17,9,1,1.0,44.23541,2010-2019,264272.8789,3456.323443
3546,2017,CA,CDF,WHITEPINE,2017-06-06,2017-06-11,5,1,1.0,44.10824,2010-2019,322187.0039,2817.240611
3547,2017,CA,LRA,TOLL,2017-06-22,2017-06-22,14,2,1.0,43.80302,2010-2019,286497.0938,2525.296781
3548,2017,CA,CDF,ESTATE,2017-09-23,2017-09-23,2,1,1.0,42.80334,2010-2019,282833.3359,4744.263338
3549,2017,CA,CCO,STOKES,2017-06-29,2017-07-02,14,7,1.0,42.10419,2010-2019,249150.1953,2640.655448
3550,2017,CA,CDF,JONES,2017-06-03,2017-06-03,7,4,1.0,42.07929,2010-2019,302983.4023,2977.88526
3551,2017,CA,CDF,EXTENSION,2017-10-23,2017-10-23,14,1,1.0,41.77808,2010-2019,245795.9766,2694.75418
3552,2017,CA,USF,CAPTAIN,2017-10-21,2017-10-22,2,1,1.0,41.04634,2010-2019,236511.5547,2786.843978
3553,2017,CA,CCO,LAKEWOOD,2017-09-29,2017-09-29,14,1,1.0,39.75837,2010-2019,243842.1406,3171.073846
3554,2017,CA,CCO,JOHNSON,2017-06-11,2017-06-11,7,7,1.0,38.81298,2010-2019,232771.9453,3727.668897
3555,2017,CA,CDF,TABLE,2017-09-19,2017-09-19,11,1,1.0,38.80263,2010-2019,252657.4609,3390.412889
3556,2017,CA,CDF,RED,2017-06-11,2017-06-11,14,1,1.0,38.10066,2010-2019,247730.2148,2837.981761
3557,2017,CA,CDF,HARNEY,2017-09-24,2017-09-24,11,1,1.0,37.42143,2010-2019,244961.7734,2951.13699
3558,2017,CA,CDF,SPENCEVILLE,2017-07-24,2017-07-28,10,1,1.0,37.28971,2010-2019,250737.2578,2951.560542
3559,2017,CA,CDF,GOLD,2017-07-11,2017-07-17,7,1,1.0,37.16428,2010-2019,250806.5156,7795.236554
3560,2017,CA,CDF,LAKEVILLE,2017-08-03,2017-08-03,14,1,1.0,37.01513,2010-2019,242603.125,2359.645236
3561,2017,CA,CCO,SIERRA,2017-08-27,2017-08-28,2,1,1.0,36.46341,2010-2019,217830.6758,2749.519602
3562,2017,CA,CDF,SKEGGS,2017-09-11,2017-09-13,1,1,1.0,36.33775,2010-2019,233522.6992,2318.989671
3563,2017,CA,USF,DOLLAR,2017-07-22,2017-07-23,9,1,1.0,36.30346,2010-2019,215159.7773,3036.327228
3564,2017,CA,CCO,TOWSLEY,2017-07-13,2017-07-15,8,7,1.0,35.99306,2010-2019,214235.8594,2985.560621
3565,2017,CA,USF,BRIDGE,2017-10-31,2017-11-03,2,8,1.0,35.51982,2010-2019,250875.8203,3192.924039
3566,2017,CA,CDF,VALLEY,2017-07-04,2017-07-04,10,1,1.0,34.8994,2010-2019,221020.7109,3191.608406
3567,2017,CA,CDF,SMILEY,2017-05-21,2017-05-21,14,1,1.0,34.84784,2010-2019,205552.9766,2609.98987
3568,2017,CA,CCO,BELL,2017-08-05,2017-08-05,7,1,1.0,34.68973,2010-2019,209450.9414,2825.069715
3569,2017,CA,CCO,FEED,2017-05-14,2017-05-14,14,1,1.0,34.28937,2010-2019,207401.1563,2296.39412
3570,2017,CA,CDF,MILLER,2017-08-31,2017-10-09,11,1,1.0,33.77041,2010-2019,233388.7383,2418.984038
3571,2017,CA,CDF,BLACK,2017-06-25,2017-06-26,14,1,1.0,33.67333,2010-2019,195043.375,3101.393404
3572,2017,CA,BLM,CHRISTMAS,2017-07-07,2017-07-07,14,1,1.0,33.55245,2010-2019,196944.9844,1789.885235
3573,2017,CA,USF,BLUE2,2017-07-26,2017-07-26,1,8,1.0,33.3521,2010-2019,243279.9336,2019.595946
3574,2017,CA,CDF,BLOCKSBURG,2017-03-08,2017-04-08,11,1,1.0,33.345,2010-2019,232159.9766,2461.048132
3575,2017,CA,CDF,GOLD,2017-07-05,2017-07-05,10,1,1.0,33.16441,2010-2019,217008.0781,2594.376352
3576,2017,CA,CDF,MURPHY,2017-07-17,2017-07-17,14,1,1.0,32.9806,2010-2019,220423.9922,2146.704553
3577,2017,CA,CCO,WEST,2017-06-19,2017-06-19,14,1,1.0,32.93502,2010-2019,202633.6367,2383.010496
3578,2017,CA,CCO,CREEK,2017-06-06,2017-06-06,14,1,1.0,32.65188,2010-2019,200199.4766,3027.393573
3579,2017,CA,CDF,UNION,2017-07-02,2017-07-02,10,1,1.0,32.43858,2010-2019,205558.5195,1958.037292
3580,2017,CA,USF,SANDY,2017-08-02,2017-08-16,9,8,1.0,32.26079,2010-2019,228069.8281,1842.179195
3581,2017,CA,USF,TRAIL,2017-08-12,2018-01-15,1,1,1.0,31.87081,2010-2019,200937.4609,3274.045296
3582,2017,CA,BLM,COWHEAD,2017-10-09,2017-10-12,4,1,1.0,31.66678,2010-2019,231840.3828,3431.241576
3583,2017,CA,CDF,JUNIPER,2017-08-23,2017-08-23,10,1,1.0,30.71256,2010-2019,190789.0703,1943.074957
3584,2017,CA,CDF,SODA,2017-10-20,2017-10-20,14,1,1.0,30.651,2010-2019,187213.043,2165.834195
3585,2017,CA,USF,DAVIS,2017-09-12,2017-09-13,1,6,1.0,30.59812,2010-2019,193601.7422,2424.136034
3586,2017,CA,CCO,HUB,2017-05-12,2017-05-12,14,1,1.0,30.58594,2010-2019,187623.8633,2201.980077
3587,2017,CA,CCO,PINE,2017-06-27,2017-06-27,11,1,1.0,30.57775,2010-2019,199464.0508,2704.200047
3588,2017,CA,CCO,CANYON,2017-07-19,2017-08-04,14,6,1.0,30.4916,2010-2019,181885.7461,3383.219044
3589,2017,CA,CDF,KNOXVILLE,2017-07-01,2017-07-01,14,2,1.0,30.00042,2010-2019,199540.4844,1812.385357
3590,2017,CA,USF,ICE,2017-10-10,2017-10-15,2,1,1.0,29.37,2010-2019,195843.1523,1854.096528
3591,2017,CA,USF,RIMROCK2,2017-07-24,2017-07-29,1,8,1.0,29.35282,2010-2019,215077.7109,3351.233481
3592,2017,CA,CDF,BLACKFORD,2017-08-01,2017-08-08,14,1,1.0,29.1444,2010-2019,195797.418,1985.514807
3593,2017,CA,CDF,JOESPH,2017-08-30,2017-09-05,1,1,1.0,28.71929,2010-2019,208215.1563,2153.29514
3594,2017,CA,NPS,SHALE,2017-07-27,2017-08-12,1,8,1.0,28.70875,2010-2019,209151.5703,2188.907597
3595,2017,CA,CCO,SPALLETTA,2017-07-12,2017-07-12,2,1,1.0,28.70305,2010-2019,188138.543,1886.068426
3596,2017,CA,CCO,LAMBERT ,2017-10-18,2017-10-18,14,1,1.0,28.24179,2010-2019,166515.1875,3076.054865
3597,2017,CA,CDF,THIRTY TWO,2017-09-25,2017-09-25,14,1,1.0,28.19562,2010-2019,193678.2539,2011.407219
3598,2017,CA,CCO,UNNAMED FIRE,2017-10-28,2017-10-28,14,1,1.0,28.04709,2010-2019,169132.5469,3231.823648
3599,2017,CA,CDF,JASPER,2017-09-26,2017-09-26,14,1,1.0,27.64261,2010-2019,185693.9531,2608.129315
3600,2017,CA,CDF,WILSON,2017-10-15,2017-10-16,9,1,1.0,27.39173,2010-2019,158690.2656,2784.643621
